TITLE = "Slice Z = 10"
VARIABLES = "x", "y", "z", "ExR", "EyR", "EzR", "ExI", "EyI", "EzI", "abs(E)"
ZONE I= 101, J= 101, K= 1, F=POINT
-5.00000000000000000e+02 -5.00000000000000000e+02 1.00000000000000000e+01 -3.70327935342544410e-09 3.81075482454916525e-09 5.03413619719267119e-10 -3.82118051420970270e-10 5.36150080775651292e-10 9.42896944047840937e-10 5.46004407823627565e-09
-4.90000000000000000e+02 -5.00000000000000000e+02 1.00000000000000000e+01 -3.84994799031283874e-09 3.89924424454343359e-09 5.92488717151286827e-10 -3.34374398344569138e-10 5.12020965073063326e-10 1.06750892440937488e-09 5.64719355939805194e-09
-4.80000000000000000e+02 -5.00000000000000000e+02 1.00000000000000000e+01 -3.99661662720023752e-09 3.98773366453770275e-09 6.81563814583306947e-10 -2.86630745268168110e-10 4.87891849370475464e-10 1.19212090477090924e-09 5.83787986942665563e-09
-4.70000000000000000e+02 -5.00000000000000000e+02 1.00000000000000000e+01 -4.14328526408762885e-09 4.07622308453196943e-09 7.70638912015324483e-10 -2.38887092191767133e-10 4.63762733667887499e-10 1.31673288513244133e-09 6.03176758122636362e-09
-4.60000000000000000e+02 -5.00000000000000000e+02 1.00000000000000000e+01 -4.28995390097502349e-09 4.16471250452623611e-09 8.59714009447344708e-10 -1.91143439115365923e-10 4.39633617965299430e-10 1.44134486549397506e-09 6.22855773430221917e-09
-4.50000000000000000e+02 -5.00000000000000000e+02 1.00000000000000000e+01 -4.58202824691752717e-09 4.29476103197513773e-09 9.05769983064983012e-10 -2.65381975747317593e-10 5.00099032917766060e-10 1.56900713288775843e-09 6.56069237644726823e-09
-4.40000000000000000e+02 -5.00000000000000000e+02 1.00000000000000000e+01 -4.99573312095017442e-09 4.39376965544216074e-09 8.79846708413205516e-10 -5.08559403916330931e-10 4.97585782539815217e-10 1.59120705169912392e-09 6.93360336266958336e-09
-4.30000000000000000e+02 -5.00000000000000000e+02 1.00000000000000000e+01 -5.40727650609207735e-09 4.56882681880010186e-09 8.60571699334503502e-10 -7.91807999466456575e-10 6.51097091549421286e-10 1.53449483972381328e-09 7.36606836154811123e-09
-4.20000000000000000e+02 -5.00000000000000000e+02 1.00000000000000000e+01 -5.91278433780881078e-09 4.96125730982643073e-09 8.99977740866795111e-10 -7.95554998157579831e-10 7.00063594966019781e-10 1.78358335668685775e-09 8.04296083766045005e-09
-4.10000000000000000e+02 -5.00000000000000000e+02 1.00000000000000000e+01 -6.20843101655633030e-09 5.08245591931255156e-09 1.17058725509674525e-09 -7.42508897246912773e-10 6.95465218656280234e-10 2.09840440875280862e-09 8.43709314731166512e-09
