TITLE = "Slice Z = -10"
VARIABLES = "x", "y", "z", "ExR", "EyR", "EzR", "ExI", "EyI", "EzI", "abs(E)"
ZONE I= 101, J= 101, K= 1, F=POINT
-5.00000000000000000e+02 -5.00000000000000000e+02 -1.00000000000000000e+01 -3.13505564613681465e-09 3.18337196497388002e-09 3.09249493141104013e-11 1.01568735420832432e-10 -2.84076425864317546e-11 3.98560163730995755e-11 4.46946294631239791e-09
-4.90000000000000000e+02 -5.00000000000000000e+02 -1.00000000000000000e+01 -3.28172428302420929e-09 3.27186138496814794e-09 5.27122979103149324e-11 1.49312388497233680e-10 -5.25367582890198105e-11 7.21163780618913419e-11 4.63765294636225086e-09
-4.80000000000000000e+02 -5.00000000000000000e+02 -1.00000000000000000e+01 -3.42839291991160558e-09 3.36035080496241669e-09 7.44996465065199805e-11 1.97056041573634967e-10 -7.66658739916078535e-11 1.04376739750683108e-10 4.80697295463556079e-09
-4.70000000000000000e+02 -5.00000000000000000e+02 -1.00000000000000000e+01 -3.57506155679900188e-09 3.44884022495668502e-09 9.62869951027247184e-11 2.44799694650036228e-10 -1.00794989694195909e-10 1.36637101439474939e-10 4.97730764927639080e-09
-4.60000000000000000e+02 -5.00000000000000000e+02 -1.00000000000000000e+01 -3.72173019368639652e-09 3.53732964495095253e-09 1.18074343698929560e-10 2.92543347726437464e-10 -1.24924105396783965e-10 1.68897463128266757e-10 5.14855632170272399e-09
-4.50000000000000000e+02 -5.00000000000000000e+02 -1.00000000000000000e+01 -3.76146572522229706e-09 3.60107119372061950e-09 1.00150405829292591e-10 4.04257815698778859e-10 -1.31954041200033049e-10 1.39464666431010621e-10 5.22749030527839438e-09
-4.40000000000000000e+02 -5.00000000000000000e+02 -1.00000000000000000e+01 -3.79317338810128347e-09 3.62022263424440689e-09 1.01208149832028450e-10 4.80669651947825931e-10 -1.87444473341150835e-10 1.42936428813986286e-10 5.27171973181992919e-09
-4.30000000000000000e+02 -5.00000000000000000e+02 -1.00000000000000000e+01 -4.27055177523732106e-09 3.57335528875265099e-09 -6.09602135717232145e-11 1.97532137395456621e-10 -2.43355981415445001e-10 6.64228420356101521e-11 5.57788935935598003e-09
-4.20000000000000000e+02 -5.00000000000000000e+02 -1.00000000000000000e+01 -4.59611054200571704e-09 3.80868671840231169e-09 1.28497494819092502e-11 3.28054408055620431e-10 -3.58067641868435379e-10 6.67896904165626489e-11 5.98922238215245214e-09
-4.10000000000000000e+02 -5.00000000000000000e+02 -1.00000000000000000e+01 -4.78580860305579958e-09 3.90047787956154529e-09 3.50231652268708884e-11 3.99761620023591814e-10 -3.79979377984455317e-10 1.28198971778950258e-10 6.19996346384693317e-09
